"empl_ind_construction_%","agri_gross_value_livestock_m$","indstry_bus_trnsprt_pst_wrhsng_cnt","indstry_bus_prof_sci_tech_cnt","vhcl_light_rigid_truck","insolv_tot_debator_entr_bus_rel_per_insolv","agri_meat_chiecken_cnt","agri_broadacre_tot_area","bus_exit_20_plus_emply_cnt","year","vhcl_non_freight_truck","bus_exit_no_emply_cnt","empl_ind_admin_safety_%","fuel_type_diesel","bus_no_emply_cnt","bld_app_priv_dwl_exc_hs_cnt","sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income","empl_ind_mnfctrng_%","res_prop_att_dwl_trnsfrs_cnt","indstry_bus_construction_cnt","vhcl_reg_over_10_yrs","vhcl_light_commercial","indstry_bus_mining_cnt","vhcl_heavy_rigid_truck","occ_debtor_service_worker","fuel_type_electric","vhcl_tot","p_t_trdmrk_apps_cnt","indstry_bus_hlth_soc_ass_cnt","indstry_bus_art_rec_cnt","agri_meat_cattle_cnt","empl_ind_admin_supp_%","bld_app_tot_priv_dwl_val_aud","bus_exit_5_19_emply_cnt","indstry_bus_admin_supp_cnt","bld_app_tot_non_res_bld_val_aud","occ_debtor_technician_trade","indstry_bus_retail_trd_cnt","vhcl_reg_less_than_5_yrs","vhcl_campervans","bld_app_tot_priv_dwl_cnt","indstry_bus_financ_insur_cnt","agri_gross_value_agri_production_m$","empl_ind_whlsle_trd_%","indstry_bus_accom_food_cnt","bld_app_priv_hse_cnt","fuel_type_petrol","vhcl_passenger","occ_debtor_professional","indstry_bus_tot_cnt","empl_ind_oth_serv_%","bld_app_priv_hse_val_aud","sel_cause_bus_rel_insolv_caused_by_economic","bld_app_priv_dwl_exc_hs_val_aud","indstry_bus_current_unkwn_cnt","indstry_bus_whlsle_trd_cnt","tourist_accom_over_15_rooms","bus_entr_tot_cnt","agri_area_holding","empl_ind_mining_%","occ_debtor_other_unkwn","empl_ind_edu_train_%","agri_veg_human_consumption","bus_entr_no_emply_cnt","bus_20_plus_emply_cnt","indstry_bus_ag_frst_fsh_cnt","indstry_bus_oth_serv_cnt","p_t_patent_apps_cnt","indstry_bus_rent_rl_est_cnt","indstry_bus_infomedia_telecom_cnt","bus_entr_5_19_emply_cnt","bld_app_tot_res_bld_val_aud","occ_debtor_sales_worker","indstry_bus_mnfctrng_cnt","bus_entr_20_plus_emply_cnt","indstry_bus_edu_train_cnt","sa3_code16","agri_gross_value_crops_m$","res_prop_att_dwl_med_sal_prc_aud","empl_ind_hlth_soc_assist_%","agri_fruit_nut_orchard_tree","occ_debtor_machinery_op_driver","vhcl_motorcycles","empl_ind_ag_frst_fsh_%","empl_tot","bus_tot_cnt","agri_dairy_cattle_cnt","occ_debtor_labourer","bld_app_tot_dwl_cnt","empl_ind_prof_sci_tech_cnt_%","agri_sheep_cnt","bus_5_19_emply_cnt","empl_ind_retail_trd_%","fuel_type_lpg_dual_other","insolv_tot_debator_entr_per_insolv","bus_entr_1_4_emply_cnt","occ_debtor_clerical_admin","empl_ind_trnsprt_pst_wrhsng_%","sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use","empl_ind_elc_gs_wtr_wst_%","res_prop_hse_med_sal_prc_aud","empl_ind_rent_rl_est_%","agri_pig_cnt","vhcl_buses","insolv_tot_debator_entr_non_bus_rel_per_insolv","bus_exit_tot_cnt","empl_ind_financ_insur_%","indstry_bus_elc_gs_wtr_wst_cnt","bld_app_tot_bld_val_aud","res_prop_hse_trnsfs_cnt","vhcl_reg_5_to_10","bus_1_4_emply_cnt","empl_ind_accom_food_%","empl_ind_art_rec_%","occ_debtor_manager","bus_exit_1_4_emply_cnt","indstry_bus_pub_admin_safety_cnt","vhcl_articulated_truck","sa3_name16","empl_ind_infomedia_telecom_%"
"null","null","165","293","197","7","null","null","null",2012,"21","null","null","6889","2544","6","9","null","null","459","null","6654","13","933","null","null","27479","41","167","45","null","null","25.0","null","83","17.0","3","239","null","62","61","173","null","null","158","55","20244","17954","null","4206","null","24.0","3","1.0","37","113","20","null","null","null","13","null","null","null","58","1615","127","16","362","10","null","26.0","3","83","null","41",11001,"null","null","null","null","null","1328","null","null","4206","null","8","64","null","null","494","null","345","40","null","5","null","11","null","null","null","null","177","33","null","null","9","42.0","null","null","1106","null","null","null","null","4","153","Armidale","null"
"null","null","237","169","285","13","null","null","null",2012,"26","null","null","9352","3023","8","12","null","null","517","null","8956","21","1361","null","null","30215","29","132","43","null","null","22.0","null","75","18.0","7","281","null","102","94","143","null","null","145","86","20574","17905","7","4679","null","21.0","5","1.0","28","121","22","null","null","null","7","null","null","null","41","2201","158","11","243","13","null","23.0","null","117","null","30",11002,"null","null","null","null","3","1191","null","null","4679","null","9","96","null","null","379","null","288","47","null","null","null","8","null","null","null","null","218","34","null","null","4","41.0","null","null","1237","null","null","6","null","13","171","Inverell  Tenterfield","null"
"null","null","220","125","210","9","null","null","null",2012,"14","null","null","7870","1956","10","11","null","null","340","null","7066","3","870","4","null","20282","16","85","19","null","null","9.0","null","76","47.0","6","155","null","28","35","126","null","null","95","25","12251","10853","null","3286","null","8.0","6","2.0","34","87","20","null","null","null","5","null","null","null","63","1373","145","13","268","4","null","10.0","null","80","null","20",11003,"null","null","null","null","null","652","null","null","3286","null","7","35","null","null","369","null","165","37","null","null","null","4","null","null","null","null","117","28","null","null","19","57.0","null","null","894","null","null","8","null","3","472","Moree  Narrabri","null"
"null","null","471","427","611","27","null","null","null",2012,"36","null","null","15706","4949","52","41","null","null","1080","null","15230","14","2229","8","null","61643","84","285","84","null","null","110.0","null","193","88.0","21","453","null","185","385","428","null","null","300","333","45047","39602","11","7928","null","100.0","10","10.0","79","215","34","null","null","null","33","null","null","null","134","2509","355","8","638","22","null","113.0","9","272","null","70",11004,"null","null","null","null","13","2873","null","null","7928","null","25","385","null","null","774","null","892","140","null","8","null","40","null","null","null","null","313","113","null","null","18","201.0","null","null","2068","null","null","12","null","17","564","Tamworth  Gunnedah","null"
"null","null","370","964","540","36","null","null","null",2012,"26","null","null","9607","4272","124","46","null","null","1594","null","10551","29","722","23","null","85965","146","539","117","null","null","115.0","null","313","48.0","25","592","null","332","329","880","null","null","289","205","74401","69428","21","7911","null","96.0","19","19.0","100","273","14","null","null","null","31","null","null","null","210","92","431","34","776","47","null","121.0","30","351","null","108",11101,"null","null","null","null","14","4047","null","null","7911","null","17","377","null","null","896","null","1966","196","null","23","null","56","null","null","null","null","235","160","null","null","17","170.0","null","null","2533","null","null","12","null","32","84","Lake Macquarie  East","null"
"null","null","292","471","390","16","null","null","null",2012,"16","null","null","7126","2157","73","25","null","null","929","null","7588","20","733","11","null","53794","39","196","63","null","null","104.0","null","157","27.0","13","294","null","285","346","242","null","null","145","273","44790","41687","15","4039","null","86.0","3","17.0","67","137","2","null","null","null","7","null","null","null","81","100","222","19","372","29","null","109.0","6","203","null","65",11102,"null","null","null","null","13","2787","null","null","4039","null","11","358","null","null","430","null","1882","94","null","9","null","25","null","null","null","null","186","78","null","null","20","136.0","null","null","1371","null","null","9","null","19","122","Lake Macquarie  West","null"
"null","null","585","1765","775","47","null","null","null",2012,"32","null","null","12615","6546","117","57","null","null","1685","null","13599","51","1237","34","null","111681","273","1080","207","null","null","160.0","null","521","223.0","35","905","null","270","457","1163","null","null","587","340","96999","89557","17","12218","null","140.0","21","20.0","229","401","26","null","null","null","30","null","null","null","450","169","564","69","1512","76","null","164.0","24","452","null","182",11103,"null","null","null","null","28","5544","null","null","12218","null","25","469","null","null","1601","null","2075","243","null","30","null","61","null","null","null","null","368","196","null","null","38","387.0","null","null","3626","null","null","20","null","60","299","Newcastle","null"
"null","null","315","910","333","38","null","null","null",2012,"48","null","null","9495","5322","46","28","null","null","1342","null","9250","19","854","15","null","56692","269","512","177","null","null","89.0","null","285","64.0","16","698","null","380","225","461","null","null","483","179","46304","42955","15","8526","null","81.0","16","8.0","106","318","33","null","null","null","24","null","null","null","138","1097","295","35","858","113","null","90.0","14","347","null","147",11201,"null","null","null","null","3","2490","null","null","8526","null","15","227","null","null","801","null","896","127","null","12","null","21","null","null","null","null","319","89","null","null","14","154.0","null","null","2264","null","null","13","null","26","63","Richmond Valley  Coastal","null"
"null","null","314","427","449","21","null","null","null",2012,"35","null","null","11007","4485","16","28","null","null","836","null","10609","10","1253","7","null","52179","69","367","66","null","null","35.0","null","181","42.0","12","492","null","284","129","251","null","null","212","113","40399","36917","6","6651","null","32.0","9","3.0","58","161","12","null","null","null","20","null","null","null","99","2171","272","8","473","43","null","38.0","10","231","null","67",11202,"null","null","null","null","9","2066","null","null","6651","null","13","142","null","null","609","null","779","96","null","7","null","21","null","null","null","null","295","75","null","null","11","81.0","null","null","1461","null","null","12","null","9","271","Richmond Valley  Hinterland","null"
"null","null","351","624","286","51","null","null","null",2012,"18","null","null","7799","4458","92","44","null","null","1484","null","8547","16","851","27","null","54093","217","353","83","null","null","80.0","null","250","50.0","40","526","null","281","251","391","null","null","292","159","45299","41999","24","6957","null","58.0","25","23.0","91","216","23","null","null","null","26","null","null","null","99","715","331","23","752","77","null","84.0","17","281","null","94",11203,"null","null","null","null","13","1775","null","null","6957","null","16","251","null","null","590","null","999","201","null","20","null","51","null","null","null","null","230","150","null","null","23","134.0","null","null","1809","null","null","18","null","22","106","Tweed Valley","null"
"null","null","null","null","null","null","null","null","null",2012,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",12402,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Blue Mountains  South","null"
"null","null","106","58","105","null","null","null","null",2012,"10","null","null","4093","978","null","4","null","null","207","null","3691","5","500","null","null","12594","9","30","8","null","null","9.0","null","42","2.0","3","92","null","32","28","65","null","null","75","28","8244","7466","null","1628","null","9.0","null","null","13","24","9","null","null","null","4","null","null","null","26","677","68","null","94","3","null","9.0","null","46","null","11",11302,"null","null","null","null","null","532","null","null","1628","null","4","28","null","null","212","null","257","15","null","null","null","3","null","null","null","null","87","null","null","null","3","11.0","null","null","413","null","null","null","null","3","171","Tumut  Tumbarumba","null"
"null","null","520","418","608","30","null","null","null",2012,"43","null","null","17270","4941","59","49","null","null","1264","null","16581","11","2381","21","null","70634","45","382","78","null","null","98.0","null","217","151.0","23","530","null","191","323","594","null","null","351","264","51413","46251","18","8732","null","87.0","17","10.0","103","245","42","null","null","null","25","null","null","null","188","2478","376","11","723","30","null","98.0","13","293","null","62",11303,"null","null","null","null","13","2969","null","null","8732","null","33","324","null","null","1077","null","1955","185","null","21","null","36","null","null","null","null","467","155","null","null","27","249.0","null","null","2521","null","null","18","null","21","1143","Wagga Wagga","null"
"null","null","341","549","537","30","null","null","null",2012,"37","null","null","10975","3612","65","40","null","null","1419","null","12079","9","1218","16","null","73638","57","340","100","null","null","144.0","null","236","95.0","24","675","null","437","464","358","null","null","452","399","59652","54932","13","6712","null","133.0","23","10.0","55","172","28","null","null","null","28","null","null","null","132","521","338","27","671","41","null","144.0","22","286","null","88",11401,"null","null","null","null","null","3584","null","null","6712","null","12","464","null","null","790","null","3027","146","null","null","null","26","null","null","null","null","621","116","null","null","22","238.0","null","null","2177","null","null","12","null","33","193","Shoalhaven","null"
"null","null","254","666","354","11","null","null","null",2012,"19","null","null","6403","3224","48","17","null","null","888","null","6597","13","665","6","null","36868","117","250","97","null","null","52.0","null","192","6.0","13","413","null","100","166","352","null","null","204","118","29436","27269","9","5224","null","38.0","7","14.0","57","168","20","null","null","null","13","null","null","null","67","586","185","24","533","61","null","55.0","6","223","null","64",11402,"null","null","null","null","null","1564","null","null","5224","null","8","178","null","null","453","null","1034","65","null","null","null","12","null","null","null","null","141","54","null","null","7","61.0","null","null","1483","null","null","6","null","5","159","Southern Highlands","null"
"null","null","599","2901","511","37","null","null","null",2012,"14","null","null","7948","8849","501","27","null","null","2202","null","7612","11","627","12","null","92980","574","1035","160","null","null","320.0","null","634","133.0","17","967","null","85","795","1550","null","null","390","294","83271","81106","17","15249","null","132.0","13","188.0","290","874","4","null","null","null","8","null","null","null","275","184","492","90","1959","162","null","324.0","15","455","null","264",11501,"null","null","null","null","9","2782","null","null","15249","null","7","795","null","null","1236","null","1763","121","null","24","null","21","null","null","null","null","152","84","null","null","35","456.0","null","null","4890","null","null","12","null","75","91","Baulkham Hills","null"
"null","null","127","592","345","8","null","null","null",2012,"4","null","null","3548","2520","6","null","null","null","944","null","3448","4","586","null","null","22080","54","136","60","null","null","44.0","null","143","8.0","3","250","null","41","52","345","null","null","101","46","17975","16551","6","4386","null","43.0","null","1.0","66","253","2","null","null","null","8","null","null","null","68","295","184","17","576","31","null","44.0","4","171","null","70",11502,"null","null","null","null","null","1002","null","null","4386","null","null","52","null","null","381","null","558","30","null","null","null","3","null","null","null","null","58","22","null","null","18","52.0","null","null","1411","null","null","5","null","12","45","Dural  Wisemans Ferry","null"
"null","null","211","236","266","7","null","null","null",2012,"9","null","null","3613","1651","4","9","null","null","800","null","4041","3","608","null","null","19837","38","61","45","null","null","21.0","null","94","2.0","4","143","null","59","50","134","null","null","56","46","15486","13576","7","2738","null","20.0","3","1.0","43","101","null","null","null","null","8","null","null","null","26","295","144","8","191","9","null","21.0","null","121","null","23",11503,"null","null","null","null","5","1096","null","null","2738","null","5","50","null","null","168","null","739","42","null","4","null","10","null","null","null","null","80","35","null","null","16","23.0","null","null","887","null","null","5","null","13","102","Hawkesbury","null"
"null","null","259","339","244","9","null","null","null",2012,"10","null","null","2793","1785","19","null","null","null","776","null","2884","3","581","null","null","19560","57","104","34","null","null","55.0","null","127","73.0","7","187","null","31","172","190","null","null","78","153","16184","14869","3","3266","null","50.0","null","5.0","46","186","2","null","null","null","5","null","null","null","61","161","133","20","359","8","null","55.0","null","178","null","43",11504,"null","null","null","null","5","775","null","null","3266","null","null","179","null","null","304","null","583","30","null","null","null","5","null","null","null","null","65","21","null","null","17","127.0","null","null","1114","null","null","3","null","20","101","Rouse Hill  McGraths Hill","null"
"null","null","1171","816","1074","32","null","null","null",2012,"52","null","null","8377","5036","62","71","null","null","1660","null","9946","null","1900","22","null","82335","196","355","78","null","null","49.0","null","455","26.0","22","585","null","89","195","415","null","null","299","133","71304","66359","20","8709","null","41.0","11","9.0","205","556","2","null","null","null","40","null","null","null","211","58","543","30","703","49","null","53.0","15","576","null","85",11601,"null","null","null","null","26","2335","null","null","8709","null","29","198","null","null","850","null","2654","241","null","47","null","85","null","null","null","null","193","209","null","null","18","79.0","null","null","2604","null","null","20","null","67","387","Blacktown","null"
"null","null","734","652","302","20","null","null","null",2012,"12","null","null","3801","3166","146","36","null","null","987","null","4348","3","675","12","null","43617","71","201","63","null","null","213.0","null","259","5.0","14","345","null","39","859","255","null","null","141","713","38401","36589","10","5041","null","192.0","7","21.0","115","203","null","null","null","null","18","null","null","null","39","148","219","13","324","38","null","213.0","11","220","null","65",11602,"null","null","null","null","17","1444","null","null","5041","null","10","859","null","null","278","null","1416","129","null","19","null","34","null","null","null","null","76","109","null","null","12","219.0","null","null","1565","null","null","18","null","42","132","Blacktown  North","null"
